name,brand,price,link,shop_rating
Redmi Note 11 Smartphone (6GB RAM + 128GB ROM) | Original MY SET,Xiaomi,789.00,//www.lazada.com.my/products/redmi-note-11-smartphone-6gb-ram-128gb-rom-original-my-set-i2790936233.html,4.923076923076923
Motorola Edge 30 5G [8GB RAM + 128GB ROM] - Original Motorola Malaysia,Motorola,1499.00,//www.lazada.com.my/products/motorola-edge-30-5g-8gb-ram-128gb-rom-original-motorola-malaysia-i2994232641.html,5.0
"UMIDIGI BISON GT2 PRO 5G IP68 Android 12 Rugged Smartphone Dimensity 900 6.5"" FHD+ 64MP Camera 6150mAh Battery",UMIDIGI,1600.00,//www.lazada.com.my/products/umidigi-bison-gt2-pro-5g-ip68-android-12-rugged-smartphone-dimensity-900-65-fhd-64mp-camera-6150mah-battery-i2797461998.html,5.0
"[NEW ARRIVAL] OPPO Reno 7 5G (8GB RAM + 256GB ROM) 4500mAh Fast charging 65W SuperVOOC, 6.4"" Display AMOLED, ColorOS 12 based on Android 11-1 Year Warranty By Oppo Malaysia",OPPO,1689.00,//www.lazada.com.my/products/new-arrival-oppo-reno-7-5g-8gb-ram-256gb-rom-4500mah-fast-charging-65w-supervooc-64-display-amoled-coloros-12-based-on-android-11-1-year-warranty-by-oppo-malaysia-i2848807920.html,4.909090909090909
HONOR 70 5G Smartphone (8GB+256GB) 丨IMX800 Super Sensing Vlog Camera丨1920Hz PWM Dimming OLED Display,Honor,1849.00,//www.lazada.com.my/products/honor-70-5g-smartphone-8gb256gb-imx800-super-sensing-vlog-camera1920hz-pwm-dimming-oled-display-i2570091164.html,5.0
"ASUS ROG PHONE 5s (8gb Ram+128gb Rom)Snapdragon 888+ 5G, Android 11, AMOLED Display,6000 mAh (typical) high-capacity battery, supports Quick Charge 5.0 and PD Charging- 1 Year Warranty by Asus Malaysia",ASUS,2599.00,//www.lazada.com.my/products/asus-rog-phone-5s-8gb-ram128gb-romsnapdragon-888-5g-android-11-amoled-display6000-mah-typical-high-capacity-battery-supports-quick-charge-50-and-pd-charging-1-year-warranty-by-asus-malaysia-i2979510310.html,
HUAWEI nova 8i Smartphone | 64MP AI Quad Camera | 66W HUAWEI SuperCharge | Free Shipping,Huawei,1099.00,//www.lazada.com.my/products/huawei-nova-8i-smartphone-64mp-ai-quad-camera-66w-huawei-supercharge-free-shipping-i2212206506.html,4.855670103092783
"OPPO A74 5G Smartphone (6GB RAM + 128GB ROM) 18W Flash Charge, 6.43"" AMOLED Screen, 5000mAh Big Battery- 1 Year Warranty by Oppo Malaysia",OPPO,859.00,//www.lazada.com.my/products/oppo-a74-5g-smartphone-6gb-ram-128gb-rom-18w-flash-charge-643-amoled-screen-5000mah-big-battery-1-year-warranty-by-oppo-malaysia-i2514466077.html,5.0
"[Malaysia Set] ASUS ROG 6 PHONE  (12GB RAM +256GB ROM) Armoury Crate app, and for marathon gameplay, there’s a monster 6000 mAh1 battery,6.78"" Samsung AMOLED. Corning® Gorilla® Glass, Gaming Phone with 1 Year Asus Malaysia Warranty",ASUS,3420.00,//www.lazada.com.my/products/malaysia-set-asus-rog-6-phone-12gb-ram-256gb-rom-armoury-crate-app-and-for-marathon-gameplay-theres-a-monster-6000-mah1-battery678-samsung-amoled-corning-gorilla-glass-gaming-phone-with-1-year-asus-malaysia-warranty-i3227264092.html,
"OPPO Reno 6Z 5G Smartphone (8GB RAM + 128GB ROM)30W VOOC Flash Charge 4.0 | Every Emotion, In Portrait.Android 11, ColorOS 11.1,i-Po 4310 mAh non-removable-1 YEAR WARRANTY BY OPPO MALAYSIA",OPPO,999.00,//www.lazada.com.my/products/oppo-reno-6z-5g-smartphone-8gb-ram-128gb-rom30w-vooc-flash-charge-40-every-emotion-in-portraitandroid-11-coloros-111i-po-4310-mah-non-removable-1-year-warranty-by-oppo-malaysia-i2373121681.html,5.0
"OPPO A77 5G Smartphone (6GB ram+128GB rom) 33W SuperVOOC Flash Charge, 5000mAh Battery Long-Lasting Battery,6.56"" Ultra Slim Design & OPPO Glow,Ultra-Linear Stereo Speaker Dual- 1 year warranty by Oppo Malaysia -1 Year Warranty by OPPO Malaysia",OPPO,1089.00,//www.lazada.com.my/products/oppo-a77-5g-smartphone-6gb-ram128gb-rom-33w-supervooc-flash-charge-5000mah-battery-long-lasting-battery656-ultra-slim-design-oppo-glowultra-linear-stereo-speaker-dual-1-year-warranty-by-oppo-malaysia-1-year-warranty-by-oppo-malaysia-i3059271245.html,
"Lenovo Tab M8 with 8"" (2GB RAM+32GB ROM), Touch Screen, Android 9 OS, Micro SD Card Slot, 5100 mAh Battery- 1 year warranty by LENOVO MALAYSIA",Lenovo ThinkStation,519.00,//www.lazada.com.my/products/lenovo-tab-m8-with-8-2gb-ram32gb-rom-touch-screen-android-9-os-micro-sd-card-slot-5100-mah-battery-1-year-warranty-by-lenovo-malaysia-i2232771582.html,5.0
CRAZY PROMOTION Redmi 10 Prime 2022 (256GB ROM+6GB RAM) BesarFullScreen 6.3 Playstore/Game/Google/FB/IG/TikTok(IMPORT SET),Xiaomi Redmi,189.00,//www.lazada.com.my/products/crazy-promotion-redmi-10-prime-2022-256gb-rom6gb-ram-besarfullscreen-63-playstoregamegooglefbigtiktokimport-set-i3193788300.html,4.862068965517241
"Xiaomi Redmi 9A Original Smartphone (2GB RAM + 32GB ROM) Android 10 MIUI 12, 5000mAh Battery, 1 Year Warranty By Xiaomi Malaysia",Xiaomi,334.00,//www.lazada.com.my/products/xiaomi-redmi-9a-original-smartphone-2gb-ram-32gb-rom-android-10-miui-12-5000mah-battery-1-year-warranty-by-xiaomi-malaysia-i1410394068.html,5.0
HONOR Magic 4 Pro [8GB RAM + 256GB ROM] - Original HONOR Malaysia,Honor,3799.00,//www.lazada.com.my/products/honor-magic-4-pro-8gb-ram-256gb-rom-original-honor-malaysia-i3040643036.html,
Free internet 1 time pass life time use fully free unlimited internet,No Brand,29.99,//www.lazada.com.my/products/free-internet-1-time-pass-life-time-use-fully-free-unlimited-internet-i3249943480.html,
HONOR 70 5G Exclusive Set,Touch 'n Go,1999.00,//www.lazada.com.my/products/honor-70-5g-exclusive-set-i3303524802.html,
"Samsung Galaxy A33 5G (128GB ROM +8GB RAM)Resist dust, drops and splashes,6.4-inch Infinity-U Display FHD+ Super AMOLED,5,000mAh 25W Super Fast Charging Smartphone with 1 Year Samsung Malaysia Warranty",Samsung Galaxy,1199.00,//www.lazada.com.my/products/samsung-galaxy-a33-5g-128gb-rom-8gb-ramresist-dust-drops-and-splashes64-inch-infinity-u-display-fhd-super-amoled5000mah-25w-super-fast-charging-smartphone-with-1-year-samsung-malaysia-warranty-i2985431871.html,
"vivo V21 Smartphone | 8GB + 128GB | 6.44"" AMOLED | 4,000mAh + 33W FlashCharge | OIS Night Selfie For Your Best Moments",Vivo,1599.00,//www.lazada.com.my/products/vivo-v21-smartphone-8gb-128gb-644-amoled-4000mah-33w-flashcharge-ois-night-selfie-for-your-best-moments-i2085274393.html,4.76056338028169
"OPPO Reno 5 PRO 5G Smartphone (12GB RAM+256GB ROM )Dual-view Video, 65W Super VOOC 2.0, 90hz Refresh Rate, Picture Life Together-Warranty by Oppo Malaysia",OPPO,1390.00,//www.lazada.com.my/products/oppo-reno-5-pro-5g-smartphone-12gb-ram256gb-rom-dual-view-video-65w-super-vooc-20-90hz-refresh-rate-picture-life-together-warranty-by-oppo-malaysia-i2036529998.html,3.5
I13 Pro max handphone（8GBRAM+512GBROM）phone murah origina Dual SIM 6.7inch 5600Mah Big Battery Deca Core Global Version unlocked Celular Android 2022 Smartphone telephone Original gaming phone telephone 5G Smartphone,No Brand,165.00,//www.lazada.com.my/products/i13-pro-max-handphone8gbram512gbromphone-murah-origina-dual-sim-67inch-5600mah-big-battery-deca-core-global-version-unlocked-celular-android-2022-smartphone-telephone-original-gaming-phone-telephone-5g-smartphone-i3183725238.html,5.0
[FREE DELIVERY] SAMSUNG SM-S901EIDGXME GALAXY S22 PINK GOLD 8+256GB,Samsung,2999.00,//www.lazada.com.my/products/free-delivery-samsung-smeidgxme-galaxy-pink-gold-8256gb-i3116573847.html,
"vivo V25e Smartphone (8GB RAM +256GB ROM) Colour Charging ,44w Flash Charger + 4500mAh| 64MP OIS Ultra Sensing Camera, For Picture Perfect Night, 6.44-inch in the full rectangle -1 YEAR WARRANTY BY VIVO MALAYSIA",Vivo.,1280.00,//www.lazada.com.my/products/vivo-v25e-smartphone-8gb-ram-256gb-rom-colour-charging-44w-flash-charger-4500mah-64mp-ois-ultra-sensing-camera-for-picture-perfect-night-644-inch-in-the-full-rectangle-1-year-warranty-by-vivo-malaysia-i3166845628.html,
CRAZY PROMOTION Redmi Note 11s 5G (256GB ROM+6GB RAM) BesarFullScreen 6.3 Playstore/Game/Google/FB/IG/TikTok(IMPORT SET),Xiaomi Redmi,189.00,//www.lazada.com.my/products/crazy-promotion-redmi-note-11s-5g-256gb-rom6gb-ram-besarfullscreen-63-playstoregamegooglefbigtiktokimport-set-i3193872017.html,4.870967741935484
"Xiaomi Black Shark 4 [GLOBAL VERSION]  Gaming Phone(6GB RAM+128GB ROM) SnapdragonTM 870,20W Hyper Charging, 144Hz, Magnetic Pop-up Triggers, Smart Phone with 1 Year Warranty",Xiaomi,1790.00,//www.lazada.com.my/products/xiaomi-black-shark-4-global-version-gaming-phone6gb-ram128gb-rom-snapdragontm-87020w-hyper-charging-144hz-magnetic-pop-up-triggers-smart-phone-with-1-year-warranty-i2998209246.html,
[Malaysia Set] Redmi Note 11 Pro 5G (128GB ROM | 8GB RAM) Smartphone with 1 Year Xiaomi Malaysia Warranty,Xiaomi,1199,//www.lazada.com.my/products/malaysia-set-redmi-note-11-pro-5g-128gb-rom-8gb-ram-smartphone-with-1-year-xiaomi-malaysia-warranty-i2806772510.html,5.0
